-0.047884	 9.892834	-0.325611
-0.009577	 9.825797	-0.402226
-0.067038	 9.816220	-0.335188
-0.095768	 9.950295	-0.248997
-0.086191	 9.902411	-0.306458
-0.239420	 9.854527	-0.277727
-0.076614	 9.921565	-0.210690
-0.162806	 9.911988	-0.344765
-0.067038	 9.940718	-0.172382
-0.114922	 9.825797	-0.325611
-0.038307	 10.007756	-0.268150
-0.076614	 9.959872	-0.411802
 0.076614	 9.816220	-0.258574
-0.009577	 9.892834	-0.335188
-0.009577	 9.854527	-0.287304
-0.067038	 9.892834	-0.325611
-0.047884	 10.017333	-0.316034
-0.028730	 9.911988	-0.191536
-0.067038	 9.844950	-0.488417
-0.047884	 9.969449	-0.277727
-0.086191	 9.806643	-0.239420
-0.134075	 9.854527	-0.545878
-0.229843	 9.892834	-0.181959
-0.067038	 9.988602	-0.296881
-0.047884	 9.835374	-0.057461
-0.057461	 9.911988	-0.354342
-0.124498	 9.892834	-0.287304
-0.009577	 9.835374	-0.248997
 0.038307	 9.854527	-0.296881
 0.067038	 9.988602	-0.296881
-0.028730	 9.854527	-0.114922
-0.134075	 9.873681	-0.603338
 0.019154	 9.864104	-0.258574
-0.047884	 9.509762	-0.392649
-0.134075	 9.911988	-0.354342
 0.114922	 9.911988	-0.363918
-0.229843	 9.911988	-0.296881
-0.076614	 9.940718	-0.287304
-0.095768	 9.902411	-0.296881
 0.047884	 9.758759	-0.296881
 0.076614	 9.902411	-0.287304
-0.114922	 9.931142	-0.411802
-0.057461	 9.883258	-0.229843
-0.038307	 9.902411	-0.296881
 0.076614	 9.959872	-0.210690
 0.057461	 9.969449	-0.268150
 0.019154	 9.816220	-0.287304
-0.067038	 9.959872	-0.469263
 0.181959	 9.969449	-0.450110
-0.047884	 9.950295	-0.335188
-0.019154	 9.911988	-0.497994
-0.162806	 9.854527	-0.373495
-0.009577	 9.921565	-0.344765
-0.057461	 9.921565	-0.306458
-0.009577	 9.864104	-0.201113
-0.028730	 9.902411	-0.268150
-0.105345	 9.883258	-0.268150
-0.019154	 9.979026	-0.268150
-0.086191	 9.902411	-0.229843
-0.086191	 9.797066	-0.344765
-0.009577	 9.902411	-0.363918
-0.028730	 9.825797	-0.306458
-0.019154	 9.950295	-0.229843
-0.134075	 9.902411	-0.287304
 0.009577	 9.816220	-0.373495
 0.019154	 9.959872	-0.210690
-0.028730	 9.902411	-0.277727
-0.057461	 9.969449	-0.162806
 0.047884	 9.902411	-0.277727
-0.134075	 9.969449	-0.430956
-0.009577	 9.950295	-0.172382
-0.047884	 9.911988	-0.095768
 0.038307	 9.940718	-0.134075
-0.124498	 9.911988	 0.095768
 0.047884	 9.873681	-0.258574
-0.038307	 9.873681	-0.306458
-0.067038	 10.065217	-0.469263
-0.162806	 9.969449	-0.325611
 0.047884	 9.950295	-0.440533
-0.047884	 9.911988	-0.316034
-0.124498	 9.931142	-0.181959
-0.047884	 9.892834	-0.402226
-0.134075	 9.806643	-0.296881
-0.019154	 9.873681	-0.335188
 0.038307	 9.902411	-0.248997
-0.038307	 9.797066	-0.354342
-0.067038	 10.017333	-0.421379
-0.067038	 9.892834	-0.325611
-0.009577	 9.959872	-0.239420
-0.191536	 9.873681	-0.201113
-0.057461	 9.816220	-0.268150
-0.009577	 9.979026	-0.210690
-0.009577	 10.266330	-0.105345
-0.162806	 9.883258	-0.210690
 0.019154	 9.806643	-0.373495
-0.086191	 9.883258	-0.402226
-0.086191	 9.873681	-0.306458
 0.095768	 9.883258	-0.277727
-0.028730	 10.295060	-0.201113
-0.047884	 9.959872	-0.287304
-0.028730	 9.854527	-0.191536
-0.067038	 9.931142	-0.287304
-0.019154	 9.816220	-0.229843
-0.009577	 9.950295	-0.392649
-0.009577	 9.816220	-0.354342
-0.047884	 9.825797	-0.430956
-0.047884	 9.902411	-0.287304
-0.095768	 9.854527	-0.296881
-0.124498	 10.151408	-0.287304
-0.114922	 9.902411	-0.478840
-0.248997	 9.921565	-0.335188
-0.086191	 9.825797	-0.335188
-0.019154	 9.969449	-0.134075
 0.028730	 9.979026	-0.296881
