 0.335188	 0.268150	-10.132254
 0.248997	 0.220266	-9.902411
 0.277727	 0.287304	-9.940718
 0.306458	 0.287304	-10.074794
 0.162806	 0.268150	-9.940718
 0.344765	-0.134075	-9.969449
 0.210690	 0.229843	-10.170562
 0.421379	 0.191536	-9.979026
 0.239420	 0.306458	-9.921565
 0.287304	 0.258574	-9.988602
 0.258574	 0.181959	-9.806643
 0.450110	 0.296881	-10.017333
 0.277727	 0.134075	-10.055640
 0.335188	 0.268150	-9.557646
-0.047884	 0.258574	-9.988602
 0.258574	 0.153229	-10.007756
 0.268150	 0.143652	-10.017333
 0.248997	 0.258574	-9.911988
 0.296881	 0.229843	-9.950295
 0.344765	-0.248997	-9.959872
 0.248997	 0.316034	-10.122678
 0.258574	 0.201113	-9.921565
 0.335188	 0.181959	-10.074794
 0.296881	 0.201113	-9.864104
 0.373495	 0.181959	-9.835374
 0.383072	 0.325611	-9.988602
 0.344765	 0.555454	-10.017333
 0.296881	 0.258574	-9.979026
 0.258574	 0.316034	-9.921565
 0.316034	 0.277727	-9.950295
 0.296881	 0.316034	-10.017333
 0.459686	 0.229843	-9.911988
-0.124498	 0.239420	-9.969449
 0.306458	 0.335188	-10.055640
 0.277727	 0.248997	-9.883258
 0.239420	 0.335188	-9.835374
 0.296881	 0.383072	-9.979026
 0.201113	 0.354342	-9.883258
 0.296881	 0.220266	-9.969449
 0.296881	 0.268150	-10.017333
 0.287304	 0.143652	-9.988602
 0.287304	 0.248997	-10.007756
 0.239420	 0.287304	-9.959872
 0.201113	 0.306458	-9.979026
 0.268150	 0.143652	-9.758759
 0.306458	 0.248997	-9.969449
 0.172382	 0.325611	-9.988602
 0.296881	 0.268150	-9.940718
 0.258574	 0.239420	-9.911988
 0.316034	 0.268150	-10.055640
 0.287304	 0.210690	-10.055640
 0.316034	 0.335188	-9.911988
 0.354342	 0.220266	-10.170562
 0.344765	 0.172382	-10.103524
 0.277727	 0.277727	-9.911988
 0.277727	 0.239420	-9.921565
 0.296881	 0.287304	-10.017333
 0.316034	 0.162806	-9.979026
 0.296881	-0.009577	-9.979026
