0,0,0,0,0
0.01,1.0693e-24,-9.0712e-14,0,0
0.02,1.0713e-24,-9.0888e-14,0,0
0.03,1.0755e-24,-9.1241e-14,0,0
0.04,1.0817e-24,-9.1771e-14,0,0
0.05,1.0901e-24,-9.2479e-14,0,0
0.06,1.1006e-24,-9.3367e-14,0,0
0.07,1.1132e-24,-9.4436e-14,0,0
0.08,1.1279e-24,-9.5689e-14,0,0
0.09,1.1449e-24,-9.7128e-14,0,0
0.1,1.1641e-24,-9.8755e-14,0,0
0.11,1.1855e-24,-1.0057e-13,0,0
0.12,1.2093e-24,-1.0259e-13,0,0
0.13,1.2354e-24,-1.048e-13,0,0
0.14,1.2639e-24,-1.0722e-13,0,0
0.15,1.2948e-24,-1.0985e-13,0,0
0.16,1.3283e-24,-1.1268e-13,0,0
0.17,1.3643e-24,-1.1574e-13,0,0
0.18,1.403e-24,-1.1903e-13,0,0
0.19,1.4444e-24,-1.2254e-13,0,0
0.2,1.4887e-24,-1.2629e-13,0,0
0.21,1.5358e-24,-1.3029e-13,0,0
0.22,1.5859e-24,-1.3454e-13,0,0
0.23,1.6391e-24,-1.3905e-13,0,0
0.24,1.6954e-24,-1.4383e-13,0,0
0.25,1.7551e-24,-1.4889e-13,0,0
0.26,1.8182e-24,-1.5425e-13,0,0
0.27,1.8848e-24,-1.599e-13,0,0
0.28,1.955e-24,-1.6586e-13,0,0
0.29,2.0291e-24,-1.7214e-13,0,0
0.3,2.1071e-24,-1.7876e-13,0,0
0.31,2.1892e-24,-1.8572e-13,0,0
0.32,2.2755e-24,-1.9305e-13,0,0
0.33,2.3663e-24,-2.0075e-13,0,0
0.34,2.4617e-24,-2.0884e-13,0,0
0.35,2.5618e-24,-2.1733e-13,0,0
0.36,2.6669e-24,-2.2625e-13,0,0
0.37,2.7772e-24,-2.3561e-13,0,0
0.38,2.8929e-24,-2.4543e-13,0,0
0.39,3.0143e-24,-2.5572e-13,0,0
0.4,3.1414e-24,-2.6651e-13,0,0
0.41,3.2747e-24,-2.7781e-13,0,0
0.42,3.4144e-24,-2.8966e-13,0,0
0.43,3.5606e-24,-3.0207e-13,0,0
0.44,3.7138e-24,-3.1506e-13,0,0
0.45,3.8742e-24,-3.2867e-13,0,0
0.46,4.0422e-24,-3.4292e-13,0,0
0.47,4.2179e-24,-3.5783e-13,0,0
0.48,4.4019e-24,-3.7344e-13,0,0
0.49,4.5944e-24,-3.8977e-13,0,0
0.5,4.7959e-24,-4.0686e-13,0,0
0.51,5.0067e-24,-4.2474e-13,0,0
