-1.457284e-06,	-9.626206e-11,	5.050003e-01
-4.870890e-07,	7.489217e-10,	5.050001e-01
-1.626467e-07,	4.644475e-10,	5.050000e-01
-5.427279e-08,	2.144036e-10,	5.050000e-01
-1.810266e-08,	8.843223e-11,	5.050000e-01
-6.034631e-09,	3.471636e-11,	5.050000e-01
-2.007192e-09,	1.360394e-11,	5.050000e-01
-6.683290e-10,	5.648471e-12,	5.050000e-01
-2.201967e-10,	2.726444e-12,	5.050000e-01
-7.041686e-11,	1.682555e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
-2.377518e-11,	1.313433e-12,	5.050000e-01
