0 1  0.059718	-0.116246  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  28.789607	 0.372188	 11.065174 -60.054820	 50.328156	 5.624475	 91.198615	-36.712398  2.796576	 82.308015	 30.367989	 59.686492	 0.790825  32.687153	 8.837151	-14.169675	-18.275516	-0.433637	-9.104008  21.348031	 5.690368	 9.774570	-7.937722	 1.728043	-7.895501
20 1  0.012692	-0.150567  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14 -9.628639	 2.343790	-9.415353 -80.280065	 43.352797	-20.494712	 76.050826	-18.415274 -24.842957	 80.302505	 59.132000	 66.456895	-61.932491  16.275450	 16.244628	-9.895190	-4.475563	 2.399975	-15.478866  22.053171	 1.290494	 7.409566	-27.648554	-12.390841	-1.275817
40 1  0.067302	-0.132069  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  15.924368	-0.488031	-7.956885 -3.776618	 66.151899	-10.753976	 54.008737	 54.044025 -1.297240	 42.531359	-13.126205	 30.144918	 36.282015  30.762653	 6.735520	-9.369679	-2.922500	 4.541440	-10.862292  38.141318	 10.878934	 5.468663	-29.415380	-12.267523	-5.995087
60 1  0.067863	-0.142139  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  38.827870	 9.149094	-11.146259 -51.206083	 93.998629	 40.744861	 71.205922	 10.064012  4.778520	 92.802871	-0.603469	 64.624475	 25.152753  37.408518	 14.952071	 10.083605	-36.041077	-10.887983	-9.380057  43.198209	 0.336115	-17.356556	-29.833589	-2.689951	-8.686553
80 1  0.025919	-0.103829  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  35.491768	 5.695561	-10.094143 -4.659547	 42.401130	-21.042613	 29.965275	 64.345190 -94.066950	 84.189412	 29.725475	 71.355041	-61.880832  25.088767	 3.423211	-23.323163	-6.373469	 10.596714	-10.973861  23.409945	 14.315481	 17.407924	-30.271761	-8.660449	-7.266189
100 1  0.055896	-0.191776  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  34.468353	-12.169820	-6.359117 -74.760597	 83.879239	-14.982853	 28.381776	 80.123736 -84.511115	 30.333359	-16.899776	 34.808320	 82.971574  18.892457	 9.146460	 23.559660	-24.750333	-10.213004	-10.342920  38.116204	 1.254755	-29.091887	-35.009779	-7.704785	-8.633205
120 1  0.025122	-0.126605  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14 -6.041702	 5.935677	-15.131257 -58.803489	 75.317149	 12.841365	 74.793465	 87.672185 -63.674681	 97.969463	 20.392631	 82.144764	-79.702205  22.185386	 2.123758	-17.874527	-11.197539	-0.726437	-9.866273  21.328508	 15.501079	 14.134324	-31.650529	-17.108646	-7.727771
140 1  0.011873	-0.148985  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14 -6.639264	-8.995253	 9.558595 -10.386864	 48.414952	-31.996989	 30.579038	-40.284986  2.894505	 84.196862	 13.935038	 72.247742	 54.558815  4.849645	 8.334472	-11.930064	-0.289827	 2.636428	-9.758240  5.923316	 8.951322	 10.404590	-17.614867	-10.251534	-7.055077
160 1  0.028835	-0.110043  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  33.552958	-14.556519	-10.171927 -60.418872	 96.789314	 37.280184	 49.553587	-77.094264 -55.518441	 61.521655	-6.603566	 58.444675	-65.700843  36.252993	 3.015292	-31.794933	-29.875965	-0.007596	-12.458053  22.108585	 9.333103	 23.810635	-32.605663	-9.596620	-7.056768
180 1  0.052959	-0.197487  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  30.434615	-4.450656	 9.787319 -63.291101	 51.329842	 56.768513	 20.095782	 86.788039 -1.256133	 91.965829	 8.251726	 58.150752	-13.139973  11.734386	 0.815879	 7.197814	-12.182614	-1.984310	-12.647801  34.716107	 11.657741	-15.663326	-49.939449	-19.542189	-4.972757
