0 1  0.021209	-0.139247  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  31.765388	-5.885765	 6.147180 -29.261529	 67.763766	-20.006311	 68.775526	 86.517236 -24.681006	 56.429872	-34.346217	 88.493057	 13.474666  23.298241	 2.184359	-27.415261	-0.283565	 16.422518	-14.903798  29.063272	 19.477009	 18.687151	-46.191387	-15.593335	-4.354379
20 1  0.053994	-0.147655  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  10.122281	-9.153193	-1.743120 -41.724500	 42.371699	-34.136849	 38.855317	-10.283094 -94.736184	 28.980602	 17.808233	 47.962640	-78.584662  9.072266	 6.749812	-4.948405	-12.828056	-5.787090	-9.997928  13.745495	 10.017735	 1.919574	-28.070858	-15.305330	-6.693033
40 1  0.015721	-0.145536  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  21.507886	-12.267273	-10.609790 -67.582355	 81.317388	 39.187270	 24.587664	 24.480610 -70.656951	 69.139075	 25.742535	 18.085905	 73.909815  14.674999	 14.963255	-23.517908	-4.156128	 8.400507	-15.343840  11.289287	 2.273908	 18.760389	-23.267635	-7.621191	-2.486176
60 1  0.064581	-0.138502  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  22.551422	-10.467362	-12.149340 -37.993081	 94.260005	 37.502287	 69.041967	-63.459464 -35.039807	 72.665884	 2.039419	 27.227941	 87.728564  36.652156	 8.954690	 6.859755	-43.947717	-19.045348	-4.920128  38.312344	 7.153224	-14.156780	-34.231494	-10.640448	-12.793449
80 1  0.065290	-0.184947  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  30.789153	 8.769948	 1.163275 -90.458698	 60.095172	 31.722307	 26.254816	-55.111307 -55.628935	 73.338904	 8.803370	 22.690881	-60.518559 -5.131185	 6.953690	 22.249271	-2.845032	-3.314897	-14.436386  24.119987	 0.114913	-24.251446	-40.485747	-16.632607	-3.695490
100 1  0.057185	-0.171103  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  38.963821	-3.114714	-6.597159 -90.064878	 81.887593	 33.431822	 54.575077	-69.935588  6.152697	 34.954894	-34.960742	 42.180882	 16.318552  17.850384	 8.518708	 19.128842	-2.910040	 3.050916	-9.731169  33.672071	 4.146906	-21.992447	-12.300988	 4.158175	-7.931290
120 1  0.032943	-0.107648  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14 -10.256976	 8.196235	-18.387786 -70.649955	 77.477265	 44.495918	 70.586998	 19.347684 -83.267808	 90.214566	-11.186772	 76.323316	 17.716303  42.961037	 8.316533	-38.777629	-12.100744	 0.869157	-16.062165  29.051517	 5.935272	 34.405057	-28.716491	-18.516325	-4.047275
140 1  0.029239	-0.149071  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14 -4.197339	-8.322547	-18.340046 -81.640701	 61.495307	 15.772673	 43.614349	 30.136984 -23.923204	 80.595257	 13.240017	 42.896443	 75.791078  33.737465	 13.527581	-10.394855	-13.985205	 1.177427	-13.391497  34.617100	 2.931771	 5.571839	-24.955264	-6.612291	-3.505973
160 1  0.046023	-0.153758  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  36.394603	 1.042109	-12.192122 -66.110049	 35.154843	 20.869131	 33.782324	 66.592387  3.139071	 80.178956	-24.923921	 56.463662	-40.190178 -9.347650	 14.325449	 5.249134	-1.696761	 1.125027	-12.559480  1.427110	 1.175953	-6.164026	-17.676023	-5.643024	-4.009141
180 1  0.032474	-0.148076  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  39.684928	-0.740358	 0.604973 -24.491409	 54.907345	-28.790452	 27.714454	-87.357329 -4.505767	 73.957263	-1.047100	 88.706722	 25.747935  25.248847	 10.816323	-17.884522	-10.741719	 7.810689	-16.787459  30.952535	 7.323339	 10.936027	-40.674919	-11.980838	-0.805939
