0 1  0.048719	-0.119182  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  18.627925	 4.435512	-2.020479 -84.615470	 89.336364	 35.124772	 42.959896	 37.288979  1.313760	 69.771152	 24.997805	 17.294905	-77.665900  36.468686	 4.918970	 18.649042	-39.921469	-16.714332	-1.024227  41.776536	 11.175361	-26.032868	-24.463631	-2.462623	-17.289821
20 1  0.021503	-0.126125  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  2.050191	 8.259619	 8.252059 -63.771596	 77.361169	-21.563449	 26.605726	 74.936090 -87.248988	 90.825198	-15.557832	 19.835190	 60.997198  1.907357	 7.335380	 18.064839	-12.457919	-8.713094	-8.028951  14.195323	 6.769000	-20.237162	-15.460773	-4.632912	-9.415929
40 1  0.031007	-0.158716  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14 -20.609038	-18.903920	-18.725304 -58.457886	 74.774501	-15.589887	 20.649936	 38.329529 -7.657669	 74.536969	-4.542927	 86.755109	-2.164839  17.377368	 13.602921	 8.692777	-19.208628	-13.519104	-11.083573  24.703571	 2.194837	-10.334368	-22.594699	-12.266110	-5.845990
60 1  0.046075	-0.178189  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  6.446058	-13.761177	-5.374100  9.166496	 67.889705	 42.168838	 44.194918	-51.396147 -36.876726	 83.442089	 21.806811	 80.695978	 27.124965  30.815479	 9.011380	-15.350204	-5.509226	 5.782580	-16.923502  41.461671	 10.250470	 9.613619	-45.684659	-19.680721	-0.387502
80 1  0.021736	-0.106059  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  32.876734	 17.531875	-10.861932 -10.278112	 40.120360	 0.033916	 25.877316	-53.764507 -12.977970	 39.871208	-1.118283	 39.615631	-2.143483  11.334830	 11.988315	-18.583352	-2.561716	 6.818305	-12.210452  7.905988	 4.766713	 15.283888	-16.696159	-5.710420	-5.087547
100 1  0.035048	-0.122092  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  35.241718	-10.301217	-17.682946 -19.469485	 68.937093	-5.933111	 54.895209	 79.570396 -26.235903	 62.526285	 52.595615	 95.595353	-62.654038  0.114329	 1.979749	 20.938414	-26.041315	-14.683772	-1.651962  4.032531	 15.489279	-24.465694	-5.177419	 3.018204	-16.224260
120 1  0.020872	-0.095815  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  17.198922	 16.526261	-6.378388 -38.546499	 63.093285	 8.451541	 45.247398	-7.903411 -90.852260	 34.328805	-2.538868	 86.204830	 10.447088  30.224153	 5.563608	-10.221874	-14.500097	 5.054184	-9.545510  31.265444	 10.690672	 3.959767	-26.142161	-3.521269	-7.609970
140 1  0.022451	-0.142137  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14 -6.407352	-11.399526	-15.286466 -69.232648	 31.748941	-28.760956	 80.892463	 66.699647 -78.433047	 41.348859	 18.744583	 21.723534	 68.393593  0.463139	 4.741808	-1.722828	-12.269342	-8.230800	-7.380092  3.257069	 11.797764	-0.070397	-19.903251	-12.806766	-9.190873
160 1  0.043453	-0.112301  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  22.928298	-2.959958	-14.305448 -86.405824	 41.534539	-8.317923	 47.752620	-45.547014 -22.300455	 52.325392	 34.455028	 95.174262	-24.942509  32.010353	 8.362778	-20.271608	-30.420445	-6.635947	-11.831922  22.989893	 6.262692	 13.496099	-31.109560	-11.778269	-6.014034
180 1  0.035230	-0.166057  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  33.346189	 5.937787	 9.643400  2.107694	 35.002273	 13.149887	 48.525989	-11.416111 -71.099562	 78.992638	 26.359579	 45.449365	 9.085468  12.353429	 12.232918	 4.300192	-17.431686	-3.123291	-13.638677  24.963735	 2.495583	-9.032602	-35.575631	-10.371196	-3.377854
200 1  0.065949	-0.101183  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14 -15.154389	 11.647851	-19.249846 -46.915435	 93.573187	 54.159914	 64.519024	-43.980470  7.222578	 49.722956	 54.115630	 58.296196	 57.463453  24.403228	 4.718744	 13.350612	-20.799779	-16.354206	-4.680116  28.598489	 11.778412	-14.951051	-11.511922	-7.023075	-12.388734
220 1  0.063275	-0.190068  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  29.295962	-19.808201	-17.546322 -46.483744	 87.378323	-1.919890	 30.498297	 85.560433 -68.372769	 53.383493	 59.975425	 88.545442	 44.144858  1.855925	 6.370409	 12.693824	-14.025800	-9.168559	-12.321891  22.105508	 6.030713	-16.676105	-41.089850	-19.585371	-5.095008
240 1  0.056013	-0.147675  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  17.617379	 5.225230	-13.063800 -5.559879	 83.008353	 34.902767	 46.268225	-47.177161 -87.899535	 64.232734	 7.786344	 86.942116	 22.351420  32.998650	 15.532230	-5.794850	-24.625448	-6.026356	-15.959923  38.871562	 0.624005	 0.135266	-39.033278	-13.711259	-1.094882
260 1  0.046271	-0.100601  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  19.792247	-14.617983	-4.942869 -24.689458	 74.748199	 8.726391	 54.995594	-27.379645  3.180218	 42.187331	 16.704656	 32.086310	-47.541814  42.747780	 7.253946	-35.516100	-44.239701	-14.697193	-12.391302  19.910990	 0.797458	 26.680155	-28.798926	-14.861968	-7.573433
280 1  0.068159	-0.158783  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  36.884483	-6.079694	-2.596122  0.680257	 88.338675	 30.490455	 63.121009	 62.380796  7.052772	 43.626893	 26.605318	 17.695512	-68.042762  25.069339	 11.501574	-4.100690	-27.657577	-10.613707	-13.287081  30.112379	 4.691184	-1.416884	-39.686025	-17.170810	-3.780196
300 1  0.064015	-0.180976  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  24.486895	-9.737299	-11.788542 -89.737000	 82.047236	-28.329804	 74.393790	 40.759540 -7.174182	 64.330174	 58.174526	 102.935501	-37.796092  16.792159	 6.977425	 8.519034	-16.419762	-7.505174	-12.792494  34.774501	 6.512216	-13.432438	-42.687666	-18.506119	-4.443243
320 1  0.033391	-0.111469  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  19.995147	-1.347922	 7.600192 -56.429674	 48.525009	 50.818029	 103.099842	-17.929360 -74.055553	 56.894865	 28.332306	 30.716280	-80.774392  14.850715	 4.767465	-28.559729	-38.524575	-15.567837	-9.310180 -6.082167	 5.318797	 23.498669	-23.310785	-14.947345	-9.505320
340 1  0.017831	-0.109150  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  12.634456	 8.763928	-14.089830 -55.523667	 31.398343	-9.880655	 54.832336	 75.737675 -47.965971	 93.446056	-16.120474	 83.902903	-37.064497  31.542215	 4.604257	-7.511435	-1.636598	 13.851347	-7.759186  35.542922	 11.986049	 1.888112	-17.214872	 3.666569	-9.291854
360 1  0.017394	-0.132676  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  17.768323	-7.537257	-11.824408 -52.585457	 72.660751	 35.281943	 17.293892	 60.850426 -70.340871	 85.282581	 18.023301	 46.647472	-19.536419  35.703048	 1.521671	-12.467399	-6.072447	 14.111824	-9.312089  42.103405	 15.737135	 4.200229	-32.082011	-3.013656	-8.431658
