0.000000e+00,	-0.000000e+00,	-0.000000e+00,	5.150000e-01
1.000000e-02,	-7.943800e-24,	7.520500e-14,	5.150000e-01
2.000000e-02,	-7.958900e-24,	7.534800e-14,	5.150000e-01
3.000000e-02,	-7.989200e-24,	7.563500e-14,	5.150000e-01
4.000000e-02,	-8.034700e-24,	7.606600e-14,	5.150000e-01
5.000000e-02,	-8.095600e-24,	7.664200e-14,	5.150000e-01
6.000000e-02,	-8.171800e-24,	7.736400e-14,	5.150000e-01
7.000000e-02,	-8.263600e-24,	7.823300e-14,	5.150000e-01
8.000000e-02,	-8.371100e-24,	7.925100e-14,	5.150000e-01
9.000000e-02,	-8.494600e-24,	8.042000e-14,	5.150000e-01
1.000000e-01,	-8.634300e-24,	8.174200e-14,	5.150000e-01
1.100000e-01,	-8.790400e-24,	8.322000e-14,	5.150000e-01
1.200000e-01,	-8.963300e-24,	8.485700e-14,	5.150000e-01
1.300000e-01,	-9.153200e-24,	8.665500e-14,	5.150000e-01
1.400000e-01,	-9.360600e-24,	8.861800e-14,	5.150000e-01
1.500000e-01,	-9.585800e-24,	9.075000e-14,	5.150000e-01
1.600000e-01,	-9.829300e-24,	9.305500e-14,	5.150000e-01
1.700000e-01,	-1.009100e-23,	9.553700e-14,	5.150000e-01
1.800000e-01,	-1.037300e-23,	9.820100e-14,	5.150000e-01
1.900000e-01,	-1.067400e-23,	1.010500e-13,	5.150000e-01
2.000000e-01,	-1.099600e-23,	1.041000e-13,	5.150000e-01
2.100000e-01,	-1.133800e-23,	1.073400e-13,	5.150000e-01
2.200000e-01,	-1.170200e-23,	1.107800e-13,	5.150000e-01
2.300000e-01,	-1.208800e-23,	1.144400e-13,	5.150000e-01
2.400000e-01,	-1.249800e-23,	1.183200e-13,	5.150000e-01
2.500000e-01,	-1.293100e-23,	1.224200e-13,	5.150000e-01
2.600000e-01,	-1.338900e-23,	1.267500e-13,	5.150000e-01
2.700000e-01,	-1.387200e-23,	1.313300e-13,	5.150000e-01
2.800000e-01,	-1.438200e-23,	1.361500e-13,	5.150000e-01
2.900000e-01,	-1.491900e-23,	1.412400e-13,	5.150000e-01
3.000000e-01,	-1.548400e-23,	1.465900e-13,	5.150000e-01
3.100000e-01,	-1.607900e-23,	1.522300e-13,	5.150000e-01
3.200000e-01,	-1.670500e-23,	1.581500e-13,	5.150000e-01
3.300000e-01,	-1.736200e-23,	1.643700e-13,	5.150000e-01
3.400000e-01,	-1.805300e-23,	1.709100e-13,	5.150000e-01
3.500000e-01,	-1.877800e-23,	1.777700e-13,	5.150000e-01
3.600000e-01,	-1.953900e-23,	1.849800e-13,	5.150000e-01
3.700000e-01,	-2.033700e-23,	1.925300e-13,	5.150000e-01
3.800000e-01,	-2.117300e-23,	2.004500e-13,	5.150000e-01
3.900000e-01,	-2.205000e-23,	2.087500e-13,	5.150000e-01
4.000000e-01,	-2.296900e-23,	2.174500e-13,	5.150000e-01
4.100000e-01,	-2.393200e-23,	2.265700e-13,	5.150000e-01
4.200000e-01,	-2.494000e-23,	2.361100e-13,	5.150000e-01
4.300000e-01,	-2.599600e-23,	2.461100e-13,	5.150000e-01
4.400000e-01,	-2.710200e-23,	2.565700e-13,	5.150000e-01
4.500000e-01,	-2.825900e-23,	2.675300e-13,	5.150000e-01
4.600000e-01,	-2.946900e-23,	2.789900e-13,	5.150000e-01
4.700000e-01,	-3.073600e-23,	2.909900e-13,	5.150000e-01
4.800000e-01,	-3.206200e-23,	3.035300e-13,	5.150000e-01
4.900000e-01,	-3.344800e-23,	3.166600e-13,	5.150000e-01
5.000000e-01,	-3.489900e-23,	3.303900e-13,	5.150000e-01
5.100000e-01,	-3.641600e-23,	3.447500e-13,	5.150000e-01
